;fecha;último;apertura;máximo;mínimo;volumen;%var;;
449;20.01.2017;9380,1;9377,5;9439;9345,2;238.87M;0,01%;;
448;23.01.2017;9304,8;9337,8;9362,4;9279;197.62M;-0,80%;;
447;24.01.2017;9387,2;9319,2;9387,2;9296,6;201.31M;0,89%;;
446;25.01.2017;9549,3;9483,5;9588,8;9479,4;404.76M;1,73%;;
445;26.01.2017;9512,8;9601,6;9623,5;9495,5;285.95M;-0,38%;;
444;27.01.2017;9504,1;9531,4;9533,5;9420,2;234.87M;-0,09%;;
443;30.01.2017;9361,3;9460,6;9472,8;9349,1;220.04M;-1,50%;;
442;31.01.2017;9315,2;9365,9;9430,3;9315,2;282.77M;-0,49%;;
441;01.02.2017;9330,8;9416;9423,3;9304,5;304.38M;0,17%;;
440;02.02.2017;9406,4;9321,2;9426,4;9301,5;293.59M;0,81%;;
439;03.02.2017;9462,7;9435,3;9482,6;9396,8;393.83M;0,60%;;
438;06.02.2017;9357,3;9459,4;9482;9337,4;287.14M;-1,11%;;
437;07.02.2017;9331,5;9321,9;9389,2;9304,5;284.08M;-0,28%;;
436;08.02.2017;9329,7;9362;9378,4;9236,6;312.73M;-0,02%;;
435;09.02.2017;9438,4;9353,9;9444,9;9318,1;274.08M;1,17%;;
434;10.02.2017;9378,1;9478,2;9498,3;9356;231.38M;-0,64%;;
433;13.02.2017;9484,1;9421,9;9501,3;9387,7;178.86M;1,13%;;
432;14.02.2017;9510,2;9489,1;9528,6;9461;206.91M;0,28%;;
431;15.02.2017;9584,1;9557,1;9612,8;9528,2;235.35M;0,78%;;
430;16.02.2017;9554,7;9582,5;9614,6;9526;213.99M;-0,31%;;
429;17.02.2017;9500,3;9564,8;9571;9438,2;234.06M;-0,57%;;
428;20.02.2017;9526,6;9564,4;9577,7;9512;178.86M;0,28%;;
427;21.02.2017;9561;9523,6;9591,3;9467,6;209.80M;0,36%;;
426;22.02.2017;9477,2;9577,7;9606,1;9439,7;280.84M;-0,88%;;
425;23.02.2017;9493,4;9519,8;9541,8;9479,7;276.00M;0,17%;;
424;24.02.2017;9453,5;9513,7;9530,4;9383,1;285.87M;-0,42%;;
423;27.02.2017;9464,3;9494;9499,3;9427,7;194.24M;0,11%;;
422;28.02.2017;9555,5;9515;9570,7;9484;279.24M;0,96%;;
421;01.03.2017;9751,5;9618;9756,5;9616,6;351.70M;2,05%;;
420;02.03.2017;9716;9753,1;9762,3;9715,8;275.02M;-0,36%;;
419;03.03.2017;9798,5;9694,5;9799,6;9669,2;308.71M;0,85%;;
418;06.03.2017;9804,1;9772,3;9825,3;9753,9;228.40M;0,06%;;
417;07.03.2017;9801,7;9817,7;9819,8;9767,4;172.06M;-0,02%;;
416;08.03.2017;9850,5;9792,3;9881,3;9785,1;247.12M;0,50%;;
415;09.03.2017;9998,4;9844,9;10014,5;9837,4;390.80M;1,50%;;
414;10.03.2017;10006,4;10038,8;10091,4;9989,1;405.12M;0,08%;;
413;13.03.2017;9995,9;10020;10023,4;9957,4;193.63M;-0,10%;;
412;14.03.2017;9905,1;9987,7;9995;9886,9;234.66M;-0,91%;;
411;15.03.2017;9983,2;9931,2;10000,1;9913,2;265.81M;0,79%;;
410;16.03.2017;10168;10090,8;10175,3;10063,7;412.42M;1,85%;;
409;17.03.2017;10245,8;10153;10250,2;10143,9;452.78M;0,77%;;
408;20.03.2017;10214;10216,7;10243;10189;188.82M;-0,31%;;
407;21.03.2017;10211,9;10270,5;10334,7;10188,9;313.02M;-0,02%;;
406;22.03.2017;10229,3;10151,8;10268,8;10092,8;299.75M;0,17%;;
405;23.03.2017;10324,9;10248,9;10324,9;10202;226.58M;0,93%;;
404;24.03.2017;10309,4;10312,5;10330,3;10276,2;189.56M;-0,15%;;
403;27.03.2017;10302,9;10218,5;10302,9;10191,1;221.94M;-0,06%;;
402;28.03.2017;10389;10345,6;10394,8;10312,9;215.14M;0,84%;;
401;29.03.2017;10367,6;10409,2;10424,5;10303,2;232.26M;-0,21%;;
400;30.03.2017;10405,9;10372,1;10406;10348,5;207.20M;0,37%;;
399;31.03.2017;10462,9;10368,5;10462,9;10352,2;252.48M;0,55%;;
398;03.04.2017;10325,3;10457,7;10457,7;10324,6;321.62M;-1,32%;;
397;04.04.2017;10361,2;10304,1;10361,2;10270,3;303.65M;0,35%;;
396;05.04.2017;10402,7;10377,2;10467,3;10369,1;254.05M;0,40%;;
395;06.04.2017;10518,9;10349,6;10534,5;10322;230.29M;1,12%;;
394;07.04.2017;10529;10466,9;10529;10443,5;194.31M;0,10%;;
393;10.04.2017;10437,7;10507,9;10509;10436,5;222.75M;-0,87%;;
392;11.04.2017;10416,3;10381,4;10463,2;10358,9;309.44M;-0,21%;;
391;12.04.2017;10360,5;10441,3;10486;10353,8;310.21M;-0,54%;;
390;13.04.2017;10326,1;10347,9;10350,4;10264,6;233.81M;-0,33%;;
389;18.04.2017;10264,5;10365,6;10370,6;10216,9;283.86M;-0,60%;;
388;19.04.2017;10370,3;10272,7;10377,5;10266;324.42M;1,03%;;
387;20.04.2017;10372,5;10349,3;10473,9;10328,5;292.27M;0,02%;;
386;21.04.2017;10377;10388,6;10434,4;10307,7;325.22M;0,04%;;
385;24.04.2017;10766,8;10714,2;10769,8;10668;496.99M;3,76%;;
384;25.04.2017;10783,1;10786,1;10828,8;10719;299.93M;0,15%;;
383;26.04.2017;10763,4;10810,4;10815,3;10710,9;278.42M;-0,18%;;
382;27.04.2017;10683,9;10718,8;10722,2;10663,3;273.46M;-0,74%;;
381;28.04.2017;10715,8;10658,4;10745,5;10622,8;298.34M;0,30%;;
380;02.05.2017;10820,3;10737,7;10820,3;10719,4;225.31M;0,98%;;
379;03.05.2017;10837;10793;10841,1;10769;192.96M;0,15%;;
378;04.05.2017;11012,9;10872,1;11012,9;10856,4;310.82M;1,62%;;
377;05.05.2017;11135,4;10971,5;11135,4;10967,2;363.49M;1,11%;;
376;08.05.2017;11096,3;11177,3;11184,4;11036,8;316.18M;-0,35%;;
375;09.05.2017;11049,2;11120,1;11135,1;11047,1;268.38M;-0,42%;;
374;10.05.2017;11034,8;11029,6;11053,5;10958,4;347.63M;-0,13%;;
373;11.05.2017;10861,4;11051,3;11052,6;10823,9;400.68M;-1,57%;;
372;12.05.2017;10897;10861,9;10907,6;10836;262.44M;0,33%;;
371;15.05.2017;10957,8;10941,1;10960,5;10891,9;200.10M;0,56%;;
370;16.05.2017;10982,4;10959,8;10991,2;10928,3;263.76M;0,22%;;
369;17.05.2017;10786,1;10925,9;10965,9;10761,3;304.08M;-1,79%;;
368;18.05.2017;10684,9;10727,8;10756,5;10564,3;414.32M;-0,94%;;
367;19.05.2017;10835,4;10711,8;10843,6;10689,9;320.25M;1,41%;;
366;22.05.2017;10793,4;10843,5;10851;10761,4;226.73M;-0,39%;;
365;23.05.2017;10916,3;10766,3;10928,7;10756,5;238.31M;1,14%;;
364;24.05.2017;10907,4;10931,2;10942,8;10882,3;204.71M;-0,08%;;
363;25.05.2017;10937,7;10971,2;10983,9;10920,7;184.80M;0,28%;;
362;26.05.2017;10904,2;10911,1;10918,8;10801,6;179.95M;-0,31%;;
361;29.05.2017;10884;10864;10915,4;10844,8;110.54M;-0,19%;;
360;30.05.2017;10876,9;10812,5;10918,5;10788,7;217.85M;-0,07%;;
359;31.05.2017;10880;10885;10957,8;10856,2;740.25M;0,03%;;
358;01.06.2017;10881;10891,6;10909,1;10836,4;434.89M;0,01%;;
357;02.06.2017;10905,9;10960;11007,7;10879,6;426.28M;0,23%;;
356;05.06.2017;10884,7;10889,6;10916,4;10842,1;297.63M;-0,19%;;
355;06.06.2017;10879,7;10859;10907,8;10817,9;403.56M;-0,05%;;
354;07.06.2017;10871,7;10813,6;10946,9;10761,7;276.98M;-0,07%;;
353;08.06.2017;10953,1;10847,2;10981,3;10837,4;262.97M;0,75%;;
352;09.06.2017;10978,3;10947,2;11048;10884,7;223.09M;0,23%;;
351;12.06.2017;10842,4;10929,7;10936,6;10818,5;193.10M;-1,24%;;
350;13.06.2017;10882,1;10872,6;10937;10846,5;154.04M;0,37%;;
349;14.06.2017;10775,8;10858,5;10934;10775,3;189.42M;-0,98%;;
348;15.06.2017;10699,6;10750,8;10751,6;10598;225.30M;-0,71%;;
347;16.06.2017;10759,4;10731,9;10786,3;10702,1;348.07M;0,56%;;
346;19.06.2017;10848,9;10839,8;10884,2;10807,6;151.49M;0,83%;;
345;20.06.2017;10746,1;10892,3;10901,5;10746,1;155.90M;-0,95%;;
344;21.06.2017;10740,7;10721,9;10761,5;10615,9;138.99M;-0,05%;;
343;22.06.2017;10709,9;10709,6;10725,2;10641,9;128.77M;-0,29%;;
342;23.06.2017;10630,8;10685,6;10715,5;10596,3;120.33M;-0,74%;;
341;26.06.2017;10696,6;10666,1;10757;10656,5;123.20M;0,62%;;
340;27.06.2017;10647,9;10674;10726,2;10643,9;180.89M;-0,46%;;
339;28.06.2017;10702,7;10607,8;10716,7;10526,6;232.69M;0,51%;;
338;29.06.2017;10531,1;10735,9;10772;10514,5;242.89M;-1,60%;;
337;30.06.2017;10444,5;10541,2;10583,7;10433,2;197.99M;-0,82%;;
336;03.07.2017;10604,2;10507,6;10615,1;10502,2;161.64M;1,53%;;
335;04.07.2017;10566,7;10543,3;10611,4;10530,3;150.48M;-0,35%;;
334;05.07.2017;10523,6;10535,9;10589,5;10509,5;191.74M;-0,41%;;
333;06.07.2017;10498,4;10546,1;10546,2;10402;211.68M;-0,24%;;
332;07.07.2017;10488,8;10495,2;10505,7;10433,5;164.17M;-0,09%;;
331;10.07.2017;10509,5;10525,4;10535,9;10451,4;152.20M;0,20%;;
330;11.07.2017;10449,1;10531,5;10536,9;10438,8;156.56M;-0,57%;;
329;12.07.2017;10560,4;10482,2;10580,5;10470,5;191.89M;1,07%;;
328;13.07.2017;10658,3;10594,5;10674,1;10583,1;205.97M;0,93%;;
327;14.07.2017;10655,1;10664,6;10704,3;10619,3;164.86M;-0,03%;;
326;17.07.2017;10651,2;10665,5;10670,3;10604,2;144.92M;-0,04%;;
325;18.07.2017;10524,5;10616;10684,6;10511,5;179.66M;-1,19%;;
324;19.07.2017;10588,1;10533,9;10588,1;10456,1;275.33M;0,60%;;
323;20.07.2017;10564,8;10597,4;10627,2;10534,8;244.52M;-0,22%;;
322;21.07.2017;10426,6;10530,7;10562,8;10381,2;207.71M;-1,31%;;
321;24.07.2017;10446,5;10432;10480,2;10368,1;161.23M;0,19%;;
320;25.07.2017;10523,4;10451,2;10621,3;10446,2;206.50M;0,74%;;
319;26.07.2017;10575,4;10523,8;10584,6;10508,5;152.25M;0,49%;;
318;27.07.2017;10603,4;10549,3;10652,9;10544,4;161.51M;0,26%;;
317;28.07.2017;10536,1;10574,4;10577,3;10497,7;226.26M;-0,63%;;
316;31.07.2017;10502,2;10536,6;10593,9;10495,4;166.10M;-0,32%;;
315;01.08.2017;10586,7;10613,4;10622,2;10510,9;150.97M;0,80%;;
314;02.08.2017;10513,9;10592,3;10607,8;10493,1;135.54M;-0,69%;;
313;03.08.2017;10549,1;10487,2;10553,8;10416,9;133.00M;0,33%;;
312;04.08.2017;10658,4;10525;10696,1;10516,4;148.69M;1,04%;;
311;07.08.2017;10676,5;10682,8;10689,8;10643,5;90.55M;0,17%;;
310;08.08.2017;10734,7;10674,4;10758,2;10665,2;111.26M;0,55%;;
309;09.08.2017;10596;10681,4;10705,9;10525,1;153.53M;-1,29%;;
308;10.08.2017;10450;10576,6;10584,3;10416,7;148.11M;-1,38%;;
307;11.08.2017;10282,9;10377,3;10399;10252,4;163.18M;-1,60%;;
306;14.08.2017;10461,2;10329,4;10490,6;10329,3;108.13M;1,73%;;
305;15.08.2017;10481,5;10489;10508,7;10436,7;79.39M;0,19%;;
304;16.08.2017;10544,3;10521;10575,9;10517,4;95.93M;0,60%;;
303;17.08.2017;10443,8;10535,7;10537,1;10428,6;129.09M;-0,95%;;
302;18.08.2017;10385,7;10323,6;10392,5;10284,8;129.45M;-0,56%;;
301;21.08.2017;10360,2;10360;10418,2;10330,4;84.93M;-0,25%;;
300;22.08.2017;10409,8;10425,2;10440,4;10360,2;83.38M;0,48%;;
299;23.08.2017;10338,1;10414;10445;10309,8;95.49M;-0,69%;;
298;24.08.2017;10357,4;10378,7;10421,9;10357,2;98.55M;0,19%;;
297;25.08.2017;10345,3;10373,9;10419,8;10334;71.65M;-0,12%;;
296;28.08.2017;10285,9;10313,7;10360,2;10284,2;51.54M;-0,57%;;
295;29.08.2017;10192,6;10233,2;10244,7;10134,3;147.97M;-0,91%;;
294;30.08.2017;10245,8;10264,6;10274,3;10216,8;94.78M;0,52%;;
293;31.08.2017;10299,5;10279,5;10354,3;10275,1;179.78M;0,52%;;
292;01.09.2017;10325,5;10328,8;10366,5;10314,1;103.85M;0,25%;;
291;04.09.2017;10243,2;10234,1;10274,7;10229,8;83.20M;-0,80%;;
290;05.09.2017;10179,8;10244,7;10287,6;10173,6;136.70M;-0,62%;;
289;06.09.2017;10131;10130,9;10176,9;10096,8;132.35M;-0,48%;;
288;07.09.2017;10124,9;10175,2;10189,5;10118,4;179.64M;-0,06%;;
287;08.09.2017;10129,6;10118,4;10165,7;10087,6;141.95M;0,05%;;
286;11.09.2017;10322,6;10199,9;10343,5;10197,8;145.46M;1,91%;;
285;12.09.2017;10336,2;10354,5;10372,5;10324,7;129.03M;0,13%;;
284;13.09.2017;10371;10324,8;10395,1;10308;170.75M;0,34%;;
283;14.09.2017;10361,1;10352,7;10365,1;10284,3;156.38M;-0,10%;;
282;15.09.2017;10317,4;10321,2;10370,8;10287,2;302.20M;-0,42%;;
281;18.09.2017;10338,4;10358;10410,2;10330,1;133.38M;0,20%;;
280;19.09.2017;10378,4;10312,2;10399,1;10296,1;129.99M;0,39%;;
279;20.09.2017;10292,1;10349;10375,5;10248,4;146.94M;-0,83%;;
278;21.09.2017;10297;10318,2;10340,8;10266,8;149.86M;0,05%;;
277;22.09.2017;10305;10286,6;10313,9;10270,9;130.09M;0,08%;;
276;25.09.2017;10216,5;10270;10272,4;10186,7;146.85M;-0,86%;;
275;26.09.2017;10189,6;10203,8;10224,7;10166,7;118.76M;-0,26%;;
274;27.09.2017;10368,9;10221,3;10398,9;10216,7;218.24M;1,76%;;
273;28.09.2017;10328,5;10381,2;10406,5;10319,4;178.76M;-0,39%;;
272;29.09.2017;10381,5;10336,9;10381,5;10277,5;199.15M;0,51%;;
271;02.10.2017;10255,7;10262,3;10327,2;10185,9;249.45M;-1,21%;;
270;03.10.2017;10257,5;10250,6;10276,6;10151,1;173.27M;0,02%;;
269;04.10.2017;9964,9;10226,8;10226,8;9947,3;348.22M;-2,85%;;
268;05.10.2017;10214,7;9934,3;10259,9;9922,3;327.00M;2,51%;;
267;06.10.2017;10185,5;10185,2;10214,5;10116,6;207.01M;-0,29%;;
266;09.10.2017;10236;10210,6;10306,8;10206,1;173.27M;0,50%;;
265;10.10.2017;10142,3;10225;10225;10107,8;208.20M;-0,92%;;
264;11.10.2017;10278,4;10304,6;10313,1;10247,3;250.98M;1,34%;;
263;12.10.2017;10275,9;10284,5;10304;10244,8;117.36M;-0,02%;;
262;13.10.2017;10258;10298,6;10299,7;10231,5;141.95M;-0,17%;;
261;16.10.2017;10181,4;10244,4;10248,7;10153,9;155.27M;-0,75%;;
260;17.10.2017;10216,8;10164,9;10297,1;10134;167.14M;0,35%;;
259;18.10.2017;10273,4;10237;10283,5;10165,4;181.89M;0,55%;;
258;19.10.2017;10197,5;10251,3;10276,6;10167,4;185.40M;-0,74%;;
257;20.10.2017;10222,7;10202;10249;10176,5;196.13M;0,25%;;
256;23.10.2017;10161,4;10202,4;10216,4;10141,4;145.12M;-0,60%;;
255;24.10.2017;10205,7;10150,6;10235,4;10148,3;157.49M;0,44%;;
254;25.10.2017;10153,3;10199;10273,4;10137,1;180.68M;-0,51%;;
253;26.10.2017;10347,8;10140,3;10422,7;10121,2;374.89M;1,92%;;
252;27.10.2017;10197,5;10354,3;10382,4;10136,9;290.37M;-1,45%;;
251;30.10.2017;10446;10321,2;10470,7;10293;266.08M;2,44%;;
250;31.10.2017;10523,5;10463,2;10570,5;10438,1;238.02M;0,74%;;
249;01.11.2017;10506,7;10591,4;10594,2;10486,2;200.54M;-0,16%;;
248;02.11.2017;10457,8;10509;10538,4;10403,2;155.34M;-0,47%;;
247;03.11.2017;10357,8;10463,3;10464,3;10295,9;190.29M;-0,96%;;
246;06.11.2017;10316,5;10358,1;10358,1;10264;131.98M;-0,40%;;
245;07.11.2017;10230,7;10365,7;10376,2;10212,5;166.40M;-0,83%;;
244;08.11.2017;10228,7;10236,2;10242,7;10155,4;173.57M;-0,02%;;
243;09.11.2017;10141,1;10223,2;10244,7;10117,2;163.56M;-0,86%;;
242;10.11.2017;10092,7;10138,6;10168;10075,8;158.36M;-0,48%;;
241;13.11.2017;10049,9;10124;10124;9984,2;143.99M;-0,42%;;
240;14.11.2017;9990,4;10063,6;10101,8;9970,9;143.16M;-0,59%;;
239;15.11.2017;10013,9;9920,6;10029,8;9889,4;178.55M;0,24%;;
238;16.11.2017;10088,7;10074;10173,5;10043,1;161.04M;0,75%;;
237;17.11.2017;10010,4;10074,4;10087,5;9998,7;182.67M;-0,78%;;
236;20.11.2017;10025,5;9999,7;10061,8;9981,3;115.33M;0,15%;;
235;21.11.2017;9993,4;10017,4;10072,2;9989,3;146.58M;-0,32%;;
234;22.11.2017;10013,9;10010,2;10092,4;10005,8;124.90M;0,21%;;
233;23.11.2017;10032,8;9994,1;10079,2;9983,2;118.61M;0,19%;;
232;24.11.2017;10053,5;10044,9;10125,4;10036,6;111.15M;0,21%;;
231;27.11.2017;10063,1;10027,4;10136,6;10014,4;114.37M;0,10%;;
230;28.11.2017;10144,4;10083,8;10148,8;10059,5;117.47M;0,81%;;
229;29.11.2017;10267,7;10221,8;10314,2;10211,1;216.02M;1,22%;;
228;30.11.2017;10211;10266,6;10323,1;10211;270.74M;-0,55%;;
227;01.12.2017;10085;10225,5;10225,5;10083,8;183.51M;-1,23%;;
226;04.12.2017;10208,6;10182,8;10248,4;10127,6;143.88M;1,23%;;
225;05.12.2017;10211,3;10204,6;10246,1;10162,3;132.39M;0,03%;;
224;06.12.2017;10184;10156,4;10201,8;10098,1;146.63M;-0,27%;;
223;07.12.2017;10262,6;10195,8;10271,2;10171,3;129.94M;0,77%;;
222;08.12.2017;10321,1;10322,5;10380,3;10316,5;161.04M;0,57%;;
221;11.12.2017;10306,9;10339,3;10348,8;10285,1;141.87M;-0,14%;;
220;12.12.2017;10288,3;10319,6;10326,2;10248,1;160.15M;-0,18%;;
219;13.12.2017;10260,5;10300,2;10355;10260,5;132.94M;-0,27%;;
218;14.12.2017;10176,5;10250;10293,1;10176,5;170.19M;-0,82%;;
217;15.12.2017;10150,4;10156,7;10212,3;10113,8;321.60M;-0,26%;;
216;18.12.2017;10244,1;10197,9;10257,8;10188,1;178.89M;0,92%;;
215;19.12.2017;10234,3;10239;10283,5;10228,4;116.42M;-0,10%;;
214;20.12.2017;10207,7;10242;10246,5;10140,5;129.67M;-0,26%;;
213;21.12.2017;10304,6;10192,6;10322,6;10144,4;152.66M;0,95%;;
212;22.12.2017;10182;10145,6;10235,8;10138,3;138.51M;-1,19%;;
211;27.12.2017;10165,2;10167,2;10213,2;10138,8;96.22M;-0,16%;;
210;28.12.2017;10093,1;10150,3;10162,8;10076,5;97.24M;-0,71%;;
209;29.12.2017;10043,9;10091,3;10100,2;10028,7;118.04M;-0,49%;;
208;02.01.2018;10079,1;10089,6;10097,9;10017;146.99M;0,35%;;
207;03.01.2018;10116;10101,4;10145,2;10083,6;137.80M;0,37%;;
206;04.01.2018;10314,4;10154,6;10325;10151;189.79M;1,96%;;
205;05.01.2018;10411,4;10343,1;10411,4;10343,1;145.84M;0,94%;;
204;08.01.2018;10398,4;10439,8;10456,9;10398,4;135.17M;-0,12%;;
203;09.01.2018;10426,5;10400,9;10461,9;10385,6;132.57M;0,27%;;
202;10.01.2018;10428,3;10423,2;10474,9;10399,1;210.84M;0,02%;;
201;11.01.2018;10435,2;10435,9;10475;10401,2;208.92M;0,07%;;
200;12.01.2018;10462,4;10463,7;10492,2;10443,4;154.55M;0,26%;;
199;15.01.2018;10467,2;10471,6;10493,7;10446,9;112.26M;0,05%;;
198;16.01.2018;10520,4;10479;10572,9;10466,2;160.06M;0,51%;;
197;17.01.2018;10474,6;10475,6;10504,9;10441,2;144.36M;-0,44%;;
196;18.01.2018;10432,7;10500,1;10509,2;10403,2;123.09M;-0,40%;;
195;19.01.2018;10479,5;10417,5;10500,1;10396,2;143.56M;0,45%;;
194;22.01.2018;10584;10503,6;10601,9;10488,3;179.08M;1,00%;;
193;23.01.2018;10609,5;10640,3;10643,4;10583,7;168.20M;0,24%;;
192;24.01.2018;10563;10595,3;10617,2;10563;129.49M;-0,44%;;
191;25.01.2018;10595,3;10564,6;10630,5;10559,7;183.93M;0,31%;;
190;26.01.2018;10595,4;10598,6;10635,1;10563,2;139.54M;0,00%;;
189;29.01.2018;10555,6;10605,5;10605,7;10540;150.49M;-0,38%;;
188;30.01.2018;10428,2;10481,9;10506,4;10416,2;180.47M;-1,21%;;
187;31.01.2018;10451,5;10436,4;10482,7;10422,1;190.19M;0,22%;;
186;01.02.2018;10399;10518,3;10543,7;10359,4;197.54M;-0,50%;;
185;02.02.2018;10211,2;10359,3;10369,2;10205,3;203.69M;-1,81%;;
184;05.02.2018;10064,5;10138,4;10173,8;10058,5;195.01M;-1,44%;;
183;06.02.2018;9810;9794,9;9967,3;9721,5;313.30M;-2,53%;;
182;07.02.2018;9976,9;9950,8;9988,5;9811,7;234.40M;1,70%;;
181;08.02.2018;9756,3;9928,5;9959,8;9726,5;228.48M;-2,21%;;
180;09.02.2018;9639,6;9710,9;9752,2;9581,1;255.50M;-1,20%;;
179;12.02.2018;9771,1;9760,1;9815,2;9731;170.17M;1,36%;;
178;13.02.2018;9650,7;9788,5;9797,4;9650,7;164.80M;-1,23%;;
177;14.02.2018;9686,2;9715,7;9743,9;9595,9;178.71M;0,37%;;
176;15.02.2018;9714,9;9770,7;9832,1;9674,9;165.51M;0,30%;;
175;16.02.2018;9832,1;9785,2;9839,7;9768,7;188.85M;1,21%;;
174;19.02.2018;9806,2;9865,1;9905,4;9797,2;122.82M;-0,26%;;
173;20.02.2018;9895,3;9806,9;9901,1;9806,9;153.24M;0,91%;;
172;21.02.2018;9823,3;9874,5;9876,1;9777,5;155.38M;-0,73%;;
171;22.02.2018;9876,5;9767,6;9903,1;9744,9;175.18M;0,54%;;
170;23.02.2018;9822,4;9882,9;9891,1;9764,9;181.44M;-0,55%;;
169;26.02.2018;9902,4;9888,4;9915,1;9841,7;156.60M;0,81%;;
168;27.02.2018;9900,2;9930,3;9937,2;9863,4;153.54M;-0,02%;;
167;28.02.2018;9840,3;9869,8;9887,2;9830,2;203.42M;-0,61%;;
166;01.03.2018;9738,6;9795,3;9808,9;9715,2;161.71M;-1,03%;;
165;02.03.2018;9531,1;9680;9680;9510,8;208.31M;-2,13%;;
164;05.03.2018;9590,8;9500;9604,2;9494,5;147.00M;0,63%;;
163;06.03.2018;9586,8;9663,6;9677;9586,3;143.03M;-0,04%;;
162;07.03.2018;9599,3;9561,3;9612,4;9547,1;132.06M;0,13%;;
161;08.03.2018;9646,2;9617;9666,4;9564,2;144.63M;0,49%;;
160;09.03.2018;9686,1;9651;9704,9;9631,5;117.28M;0,41%;;
159;12.03.2018;9727,5;9747,4;9761,3;9702,5;110.66M;0,43%;;
158;13.03.2018;9691,7;9737,2;9811,4;9670,7;151.21M;-0,37%;;
157;14.03.2018;9688,5;9698,9;9737,4;9632,2;159.02M;-0,03%;;
156;15.03.2018;9684,2;9715,3;9720,6;9647,5;146.82M;-0,04%;;
155;16.03.2018;9761;9676,2;9800,8;9664;313.97M;0,79%;;
154;19.03.2018;9664,1;9733,9;9747,3;9646;123.28M;-0,99%;;
153;20.03.2018;9681,6;9676,3;9693,2;9608,5;129.60M;0,18%;;
152;21.03.2018;9630,9;9701,5;9702,4;9592,1;145.64M;-0,52%;;
151;22.03.2018;9487,4;9580,4;9648,3;9432,6;199.76M;-1,49%;;
150;23.03.2018;9393,1;9399,2;9428,9;9327,6;227.00M;-0,99%;;
149;26.03.2018;9381;9418,1;9460,6;9343,3;159.53M;-0,13%;;
148;27.03.2018;9473,6;9518,2;9519,2;9441,6;137.67M;0,99%;;
147;28.03.2018;9555;9397,8;9555;9348,9;177.67M;0,86%;;
146;29.03.2018;9600,4;9595,6;9657,5;9581,7;153.27M;0,48%;;
145;03.04.2018;9549,6;9532,1;9577,5;9500;129.87M;-0,53%;;
144;04.04.2018;9513,3;9555,5;9560,4;9417,3;151.22M;-0,38%;;
143;05.04.2018;9740,9;9637,5;9761,8;9616,7;162.49M;2,39%;;
142;06.04.2018;9682,8;9688,3;9734,2;9658,9;114.95M;-0,60%;;
141;09.04.2018;9742,8;9735,1;9790,2;9716,8;99.21M;0,62%;;
140;10.04.2018;9763,5;9798,5;9806;9738,7;125.80M;0,21%;;
139;11.04.2018;9735,8;9742,6;9786,3;9717,3;122.93M;-0,28%;;
138;12.04.2018;9747;9733;9767,6;9706,1;127.53M;0,12%;;
137;13.04.2018;9767,3;9764;9858,9;9744,4;137.08M;0,21%;;
136;16.04.2018;9766,1;9768,7;9796,5;9747,3;100.40M;-0,01%;;
135;17.04.2018;9803,9;9785,4;9824,4;9762,3;112.40M;0,39%;;
134;18.04.2018;9857,3;9814,5;9871,3;9800,3;146.90M;0,54%;;
133;19.04.2018;9868;9861,8;9902,7;9838,8;120.80M;0,11%;;
132;20.04.2018;9884,2;9864,4;9908;9847,1;139.38M;0,16%;;
131;23.04.2018;9922;9898,6;9922;9862,6;118.07M;0,38%;;
130;24.04.2018;9883,4;9922,7;9939,4;9848,4;188.82M;-0,39%;;
129;25.04.2018;9858;9829,2;9858,4;9793;161.12M;-0,26%;;
128;26.04.2018;9902,3;9871,5;9914,7;9856,7;131.27M;0,45%;;
127;27.04.2018;9925,4;9894,2;9947,3;9883,8;139.09M;0,23%;;
126;30.04.2018;9980,6;9924;9995,4;9916,1;142.92M;0,56%;;
125;02.05.2018;10088,9;9982,6;10098,9;9981,4;157.39M;1,09%;;
124;03.05.2018;10038,8;10080,7;10095,2;10017,6;140.96M;-0,50%;;
123;04.05.2018;10104,1;10047,1;10104,1;10029,4;162.05M;0,65%;;
122;07.05.2018;10140,9;10114,2;10148,6;10106,3;89.76M;0,36%;;
121;08.05.2018;10168,1;10135,1;10180,5;10091,9;177.96M;0,27%;;
120;09.05.2018;10221,2;10163,7;10222,7;10138,9;133.26M;0,52%;;
119;10.05.2018;10246,6;10243,3;10257,1;10191,1;116.75M;0,25%;;
118;11.05.2018;10271,4;10245,2;10284,5;10242,1;120.33M;0,24%;;
117;14.05.2018;10257,8;10277,2;10291,4;10215,3;108.96M;-0,13%;;
116;15.05.2018;10207,6;10237,9;10265;10159,1;152.74M;-0,49%;;
115;16.05.2018;10111;10189,8;10194,2;10089,8;212.00M;-0,95%;;
114;17.05.2018;10216,4;10120,8;10216,4;10108,5;153.62M;1,04%;;
113;18.05.2018;10112,4;10209,3;10221;10088,4;249.55M;-1,02%;;
112;21.05.2018;10066,5;10155,2;10155,9;10055,8;110.38M;-0,45%;;
111;22.05.2018;10138,8;10081,5;10156,4;10060,8;145.40M;0,72%;;
110;23.05.2018;10025;10101,8;10101,8;9957,8;157.92M;-1,12%;;
109;24.05.2018;9996;10045,5;10092,5;9964;155.88M;-0,29%;;
108;25.05.2018;9826,5;10031;10053,1;9722,8;298.27M;-1,70%;;
107;28.05.2018;9764,4;9891,4;9921,4;9732,6;155.74M;-0,63%;;
